subID,group,day,time_point,thigmotaxis,median_velocity,path_length,search_area,n_stops,median_stop_duration,median_inter_stop_interval,time_in_homebase,hb_stop_distance,hb_close_stops,time2hb,n_home_bases
114,tg,1,12,567.555555555556,8.12153400998118,669.539823972524,0.283809523809524,21,7,13.9444444444444,188.111111111111,30.6711377244923,10,107.631,3
114,tg,1,4,488.222222222222,7.52356244519856,1265.10148191373,0.483809523809524,25,3.66666666666663,11.1666666666667,163.777777777778,27.4777025573456,14,198.225,2
114,tg,1,7,532.333333333333,8.17567566324577,697.964488319461,0.285714285714286,11,5.55555555555555,8.11111111111111,290.666666666667,18.2804781489977,9,57.43,2
114,tg,2,12,578.333333333333,7.45989445546679,138.068102903076,0.0723809523809524,10,10.2222222222222,44.2222222222223,497.888888888889,6.95588088388523,10,85.421,1
114,tg,2,4,372.666666666667,8.1519359613382,1318.64123315629,0.493333333333333,26,4.94444444444444,9.77777777777783,117.222222222222,33.4355959724365,9,91.773,4
114,tg,2,7,546.666666666667,9.35026064491333,987.312053166376,0.394285714285714,22,5.05555555555554,10,191.111111111111,31.1127742428807,9,307.284,2
114,tg,3,12,559.111111111111,7.75034333391548,1059.29812156046,0.348571428571429,35,5.66666666666663,9.61111111111111,92.4444444444444,38.7768208303179,11,128.9,6
114,tg,3,4,360.222222222222,8.66020496797233,2136.52156249661,0.598095238095238,45,5.66666666666663,7.22222222222224,80,30.4815389861473,15,36.021,9
114,tg,3,7,245.111111111111,9.5796696169061,307.20267406236,0.131428571428571,9,7.22222222222223,12.1111111111111,151.888888888889,23.2140991901402,4,83.194,1
117,tg,1,12,556.444444444444,8.19298123031521,720.923033865184,0.318095238095238,21,7,11.4444444444445,171.444444444444,29.8603292227474,9,95.758,3
117,tg,1,4,373.444444444444,8.25499189945776,1595.71382290953,0.561904761904762,20,4.49999999999999,10,139.444444444444,33.1970422234603,3,NaN,2
117,tg,1,7,535.777777777778,7.36065094444515,1064.29608190615,0.356190476190476,27,7.5555555555556,14.3333333333333,154.666666666667,19.3185963146968,19,14.119,4
117,tg,2,12,552.444444444444,7.50105321199709,1108.84773504316,0.396190476190476,43,7.55555555555554,10.1666666666667,75.2222222222222,37.795174627702,12,73.561,13
117,tg,2,4,489.333333333333,8.25545791722995,1598.81967557232,0.466666666666667,35,3,6.44444444444443,201.555555555556,30.4479105587835,15,2.664,1
117,tg,2,7,538.888888888889,9.85233913774618,1450.32628901447,0.443809523809524,27,6.66666666666667,13.5,122.222222222222,41.8481233334945,7,151.454,10
117,tg,3,12,530,7.43676705128992,1065.61723752985,0.382857142857143,38,4.5,7.88888888888891,108.888888888889,35.9712770122428,11,29.936,6
117,tg,3,4,405.555555555556,9.03985332235576,2386.2943938359,0.634285714285714,35,4.33333333333334,8.72222222222223,81,33.6320482890832,11,21.117,9
117,tg,3,7,516.444444444444,8.02288324698652,1622.24430346951,0.453333333333333,40,3.94444444444441,8.55555555555554,74.6666666666667,37.5040892431382,12,85.831,8
200,wt,1,12,571,8.28668049786684,385.728814262555,0.186666666666667,17,7.44444444444444,11.8888888888889,327.333333333333,36.4028400324797,4,237.957,2
200,wt,1,4,499,7.21043213253432,1582.76840577139,0.506666666666667,24,6.16666666666667,12.8888888888889,130.555555555556,34.5320479159537,7,65.596,5
200,wt,1,7,543.333333333333,7.25259047878707,569.530885734321,0.268571428571429,17,3.33333333333333,15.1666666666666,248.555555555556,22.4695795356411,11,146.063,2
200,wt,2,12,555.555555555556,7.59551585853294,1084.02251375778,0.333333333333333,31,4.66666666666667,9.77777777777779,108.666666666667,32.0460630164772,13,54.525,7
200,wt,2,4,542.222222222222,7.48292038001372,1024.38555194018,0.308571428571429,23,6,14.0555555555555,127,40.782184841976,7,37.371,3
200,wt,2,7,511.111111111111,8.64176808195988,1095.10190698135,0.478095238095238,22,6.16666666666667,13.8888888888889,153.111111111111,31.1833460258263,9,109.29,3
200,wt,3,12,569.666666666667,7.16576879112956,912.466621903758,0.27047619047619,34,4.5,8.66666666666663,197.777777777778,36.4344382501699,11,99.779,1
200,wt,3,4,399.333333333333,7.73853119412176,1183.17992613988,0.464761904761905,33,3.77777777777777,11.7777777777778,173.333333333333,24.6300063123639,17,73.328,5
200,wt,3,7,90.5555555555556,8.18156905157842,432.725994099341,0.243809523809524,8,8.55555555555556,16.5555555555556,18.7777777777778,36.015026747452,3,75.643,5
201,wt,1,12,571,8.28668049786684,385.728814262555,0.186666666666667,17,7.44444444444444,11.8888888888889,327.333333333333,36.4028400324797,4,237.957,2
201,wt,1,4,505.888888888889,6.40391324258176,936.025327492221,0.384761904761905,18,3.88888888888889,13.2222222222222,275.111111111111,15.9220758911304,14,45.14,2
201,wt,1,7,541.444444444444,7.9752812361538,861.98369375006,0.36952380952381,18,4.99999999999999,13.2222222222222,234.111111111111,20.1805326685656,13,86.47,2
201,wt,2,12,551.222222222222,9.00812941137453,845.206268486887,0.352380952380952,16,17.8888888888889,20.5555555555556,245,25.4807302776751,10,189.313,4
201,wt,2,4,470.444444444444,7.94191595573665,1592.08367049661,0.48,36,3.83333333333333,7.88888888888889,258.555555555556,35.1404822702792,13,59.943,1
201,wt,2,7,566.666666666667,7.99603747009241,776.45920157471,0.27047619047619,18,6.38888888888889,13.6666666666666,186.111111111111,41.8725252594003,5,300.498,2
201,wt,3,12,559.555555555556,8.57607112419928,772.66810972012,0.316190476190476,25,9.55555555555554,16.0555555555555,208.444444444444,31.530508889836,11,27.6,2
201,wt,3,4,453.666666666667,8.10995089561956,1745.8832116218,0.521904761904762,38,5.33333333333333,8.11111111111111,178.111111111111,26.5588593119689,20,69.8,2
201,wt,3,7,60.1111111111111,17.1641079175457,193.755344135626,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
202,wt,1,12,564.666666666667,8.10428494264202,308.579364097887,0.139047619047619,18,13.6111111111111,17.3333333333333,238.111111111111,23.1155879585598,9,179.85,3
202,wt,1,4,413.666666666667,7.68106626980059,1383.7225754328,0.493333333333333,21,8.11111111111109,16.5555555555556,270.777777777778,18.143491278802,14,15.798,1
202,wt,1,7,552.444444444444,8.61570259934664,882.13233020729,0.302857142857143,21,5.33333333333331,8.44444444444443,179.666666666667,21.8718882040107,11,81.182,5
202,wt,2,12,536.333333333333,9.92874309878591,1400.08230785917,0.474285714285714,21,4.77777777777777,14.6666666666667,221.888888888889,34.5138284199981,6,203.432,1
202,wt,2,4,463.555555555556,6.51432612397021,1262.3694401229,0.478095238095238,31,5.33333333333334,9.83333333333333,180.555555555556,34.0258236187543,14,73.96,8
202,wt,2,7,540.555555555556,7.47077546624918,570.055130054029,0.331428571428571,22,5.55555555555554,10.2222222222222,173.555555555556,18.4279752957878,16,98.16,2
202,wt,3,12,539.666666666667,9.14153121238974,1261.58968274897,0.39047619047619,26,3.77777777777776,10.4444444444445,227.666666666667,27.8005692399233,14,103.109,1
202,wt,3,4,473.888888888889,7.67080674911105,1578.31186525152,0.451428571428571,36,3.88888888888886,8.77777777777777,100.111111111111,39.4223459434238,10,12.307,4
202,wt,3,7,60.2222222222222,16.0753902593978,163.207836672394,0.102857142857143,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
203,wt,1,12,559.777777777778,8.2593747944191,830.802791413888,0.255238095238095,32,4.55555555555554,7.44444444444444,176.444444444444,39.4266430218876,11,85.918,5
203,wt,1,4,167.888888888889,7.39431688894835,1909.17659587719,0.60952380952381,30,4.66666666666668,10.6666666666667,161.222222222222,27.9269760818795,14,137.603,1
203,wt,1,7,458.555555555556,7.41707463509067,1045.96864055812,0.424761904761905,20,5.22222222222222,10.3333333333333,318.555555555556,26.499176090851,8,167.466,1
203,wt,2,12,567.111111111111,9.20332854295058,354.595572894687,0.232380952380952,13,9.33333333333333,17.6666666666667,158.888888888889,27.843884230854,6,2.037,3
